NO,Sentence,ID,book_name
3077,همین قیزین آدینا دا گولو قاهقاه دئیرلر.,m5,book2
3091,بیر ده بیر قازانیم وار، یئددی دمیرچی هره‌سی بیر کونجونده اوتوروب چکیج دؤیور، بونلارین سسی بیر-بیرینه گئتمیر.,m5,book2
3105,شیکارا دا بو قیزین یئددی قارداشی، بیر ده ملیک احمدله گئدیردی.,m5,book2
3119,– ائوین داغیلماسین، ملیک احمد، قیزی دئو آپاردی.,m5,book2
3133,ملیک احمد بیر ناله_سی چکدی کی، آز قالدی، داغ-داش تیتره‌سین.,m5,book2
3147,گؤردولر بو بیر قیزدی کی، هئچ اولمییان کیمی.,m5,book2
3161,آلتدان گئییندی، اوستدن قیفیللاندی، اوستدن گئییندی، آلتدان قیفیللاندی.,m5,book2
3175,آت گلنده اونو سن وور اؤلدور.,m5,book2
3189,سن گل بو سیرّی آچما.,m5,book2
3203,– یوز بئله اوغلان قوربان اولسون ملیک احمده.,m5,book2
3217,خان اوغلان اورادان ائولرینه گلیب احوالاتی آتا-آناسینا نقل ائله‌دی.,m5,book2
3231,– اوندا من قیزیمی سنین او پئشه‌سیز اوغلونا وئره بیلمرم.,m5,book2
3245,قضادان شفتن ایله خان اوغلان آخوای چکیب همان سرچئشمه‌نین باشیندا اوتوراندا بونلارین آخوای صداسی اونون قولاغینا چاتیب اونلارین یانینا گلدی.,m5,book2
3259,– هله اوچ ایل بو اوغلانی ایشله‌د‌رم.,m5,book2
3273,اگر سؤیله‌دیگیم سؤزلره اینانماییرسانسا، گل گؤستریم!,m5,book2
3287,آخوای ظاهرا مأیوس، باطیناٌ خوشحال اولوب اوغلانی ایشله‌دیردی.,m5,book2
3301,– ای مِهریبانلاریم، هله شاد اولمانیز قاباقدادیر.,m5,book2
3315,– ای نوری دیدمیز، هرگاه سنی بیز عمله گتیرمسیدیک، اوندا سنه بنی-انسان دئمک اولمازدی.,m5,book2
3329,چونکی اوندا او حئیواندان خئیر گؤرمک اولماز.,m5,book2
3343,آخوای غضبله‌نیب سوسندن دوه‌نین نئجه اولدوغونو سوروشدوقدا، سوسن دوه‌نین بیر دؤولت قوشو صیفتینه دوشوب قنی پادشاهین باریگاهینا طرف اوچدوغونو سؤیله‌دی.,m5,book2
3357,قنی شاه وزیره-وکیله، عیان-اشرفه،سربازلارا فرمان وئریب بوتون گولناهار شهری‌نین اهالیسینی اورایا توپلادیلار.,m5,book2
3371,شاه سوسه‌نی گؤردوکده باشا دوشدو کی، دوغرودان دا شاهزادالارا لاییق بیر قیزدیر.,m5,book2
3385,او یاندان سوسن ال-اوزونو یوماقدان فاریق اولوب باشینی یوخاری قالدیراندا نه گؤردو، بیر جاوان نور‌سیده چارحووضون کناریندا عشق شرابینی ایچمیش بیر عاشق کیمی مست اولموش بیر حالدا ملول-ملول اونا باخیر.,m5,book2
3399,شاه سوسه‌نین یانینا خواجه گؤندریب رحمانا گئتمه‌سینی سوروشدو.,m5,book2
3413,– آی آرواد، سن کیشی ایشینه قاریشما.,m5,book2
3427,بلکه یولون اوزاخدی، گؤزله بیر آز یاغدان، یاواننیخدان حاضیرلییم.,m5,book2
3441,آرواد ائله بیلدی کی، بو اؤز اری دئییل، اونا اوخشایان بیر آدامدی.,m5,book2
3455,بختیار ایره‌لی یئرییب گؤردو بیر خورجون آغیر شئیدی.,m5,book2
3469,– خانیم، بلی، نئجه مندن ده باشقا بختیار وار ایدی ؟,m5,book2
3483,– بختیار، دده‌‌مین گوجلو ایلخیسی وار، دئ گؤروم، ایلخیچی اولا بیلرسنمی ؟,m5,book2
3497,– بختیار، کاروانسارا ائله یئردی کی، اورا هر آدام گلیر.,m5,book2
3511,قویدوغوموز واختدان بیر ساعت قاباخ گئدریک، قفیلدن ایچری گیریب قیزی گؤرریک.,m5,book2
3525,گئت بازارا دویودن، یاغدان، تورشودان-قیرقاوولدان آل وئر حامبالا گئتیرسین ائویمیزه، صاباحا اِحتیاط گؤرمه‌لی‌ییک.,m5,book2
3539,– بختیار، من ناخوشام، حکیملر منه جنّت آلماسی درمان دیییب.,m5,book2
3553,دیو گؤردو پاهو، بو اؤز باجاناغیدی.,m5,book2
3567,قیزلار چیمیب چیخدیلار، بؤیوک باجیینان اورتانجیل دوننارین گئیدیلر، کیچیک باجی‌نین دونو تاپیلمادی.,m5,book2
3581,– بختیار دلی اولمامیسان کی، او آلمالاری هر کس یئسه، اون بئش یاشیندا جاوان اولار.,m5,book2
3595,او بیری گون پادشاه آخشام دئمیشدی، گونورتا گلدی.,m5,book2
3609,بختیار احوالاتی قیزلارا ناغیل ائله‌دی.,m5,book2
3623,بیر واخت گؤردو ایاغی یئره ديَدی، گؤزون آچیب گؤردو کی، اؤز قاپیسیندادی.,m5,book2
3637,– پادشاه ائوین ییخیلسین، خبردن خبرین وار ؟,m5,book2
3651,– باخ، قیرخ گونون تامامیندا گلمه‌سن، بوینونو ووردوراجاغام.,m5,book2
3665,بختیار تعجب ائله‌دی کی، بو هاردان منی تانیر، ایر‌لی یئریییب ادبنن دردین قوجایا دئدی.,m5,book2
3679,بختیار باشلادی توتیی بیر ال چالماغا.,m5,book2
3693,سنین ایشین او اولسون کی، منی پادشاها تحویل وئریب گئت، اوننان اویانی منیم ایشیمدی.,m5,book2
3707,او بیری طرفدن وزیری چاغیریب دئدی کی، وزیر، بئله اولماز.,m5,book2
3721,دؤرد طرفینه نئفت تؤکوب اود وورسون.,m5,book2
3735,گولی قاه-قاه خانیم شاد اولوب قلم کاغیذ آلیب پادشاهین یئددیمجی باباسیننان بری‌نین سیاهیسینی توتدو، وزیرین ده ائله، وکیلین ده ائله، دلـله‌یین ده ائله.,m5,book2
3749,بختیارجان دا اولمادینیز، او گلدی، هئچ اولماسا بیر بیزی گؤردو.,m5,book2
3763,بیر گون بختیار دیوان‌خانادان ائوه گلدی، گؤردو خانیملار اوچو ده یاتیبلار، دا بونلاری قییمادی اویاتسین، ائله ییخیلیب اوچونون اورتاسیندا بیر شئیه بورونوب یاتدی.,m5,book2
3777,هر گون اووا چیخاندا یورغون گلیب اوزو اوسته دوشوب، توربا باریت چشمه‌دن ساوایی هئچ بیر ایش گؤرموردو.,m5,book2
3791,محمّد شیشه‌نی الینه آلیب دئوین جانین یئره ووردو.,m5,book2
3805,وزیر، بو جئیرانین، بو باغین قیزیل گوموش اؤردگی ده اولمالیدیر.,m5,book2
3819,همن بال ایله یاغی او چشمه‌یه تؤکرسن.,m5,book2
3833,تا کی، سورا سنین آدین تاریخلرده سؤیلنمیش اولا.,m5,book2
3847,منیم باجیم پادیشاها دییه‌جکدی قوی من گئدیم گمی‌نین تاماشاسینا.,m5,book2
3861,ایسکندر باخدی گؤردو، بیر بولبول اوخویور، باشقا بیر بولبوله دئییر:,m5,book2
3875,– دده‌‌، بیر موشنبه ده گؤتور، صاندیغین آغزین موشنبله کی، سو دولماسین.,m5,book2
3889,آرواد، کیشی سئوینیردیلر کی، اوغلوموز اولدو.,m5,book2
3903,– آتا، صاباح منیم باختیما بیر تور آت، نه دوشر-دوشر.,m5,book2
3917,بو گون تورو منیم بخدیمه آت.,m5,book2
3931,پادشاه گئنه قاپینی باغلادی، گلدی ائوه، دئدی:,m5,book2
3945,بلی، بیلیردی کی، وزیر بو گون اوتوز دوققوز تامامدی، گله‌جک.,m5,book2
3959,– قوچاغیم، قوش دیلی بیلیرسنسه، اونلار گؤر نه دئییر.,m5,book2
3973,– گونده اوچ دفعه‌‌ کی، قیزینا خؤرک چکیلیر وئریلیر، بونو قویاخ خؤرگی آشبازخانادان آپارسین وئرسین قیزا.,m5,book2
3987,گل سن گئت ایشینه، چؤرگی اؤزوم آپاریم.,m5,book2
4001,آیری پادشاهین اوغلویام، گئدیرم اؤز یئریمه.,m5,book2
4015,ایسکندر گئجه‌نی گوندوزه، گوندوزو گئجییه ویردی.,m5,book2
4029,ایسکندر ییغیلان خلعتلری گؤندردی یحیی نین اوینه.,m5,book2
4043,گلدی چیخدی ائوینه، گؤردو او قدر خلعت وئریبلر کی، ائوده خلعت الینن یئر یوخدو.,m5,book2
4057,اوندا دئنن، خئیر، فیلان مئشه‌ده بیر حئیوان وار، دئییر، او اولسون ایسکندرین جانی، منی دویورسون.,m5,book2
4071,– بو ویردی اوخورسان آپاریب بونو فیلان حامامدا حاماملاندیرارسان.,m5,book2
4085,– آتئیی-مِهریبان، لاییق دئییل کی، آتا اوغولون الینه سو تؤکه.,m5,book2
4099,پادیشاهین اوغلو جواب وئریر کی، حؤکمان گرک گئد‌سن!,m5,book2
4113,هرگاه بورایا آدام گلسه، یییرم، سیزه ده ساخلامارام.,m5,book2
4127,اوغلانلار آنالاری‌نین سؤزونه اینانیب یاتیرلار.,m5,book2
4141,اودور کی، ایییسی دیشلرینیزین دیبینن گلیر.,m5,book2
4155,اوچونجوسونو پارچالایاندا ایچیندن گؤزل بیر قیز چیخیر.,m5,book2
4169,وزیر ایسه چینارین دیبینده گولدن بیر دسته دریب گؤتورموش ایمیش.,m5,book2
4183,قاری ائوه گلنده باخیب گؤرور کی، ائو تمیز سوپورولوب، یون تامام دارانیلمیش، ایریلمیشدی.,m5,book2
4197,قاری جواب وئریر کی، خاطیرجمع اول، کیمسه‌یه سؤیله‌مرم.,m5,book2
4211,شاهزاد‌نین آداملاری گلیب قاری‌نین قاپیسینی دؤینده، قاری قاباغا چیخدی.,m5,book2
4225,من بیر نار قیزی ایدیم – اینجیم، دوزول، دوزول!,m5,book2
4239,منی گتیردیلر شاه ائوینه – اینجیم، دوزول، دوزول.,m5,book2
4253,بو پادیشاهین گؤزل بیر اوزوم باغی وار ایمیش.,m5,book2
4267,تئز نیشان آلیب بونا بیر اوخ آتیر.,m5,book2
4281,دئو یوخودان قالخاندا سنی اؤلدور‌جکدی.,m5,book2
4295,شاهزاده بونا راضی اولمادی، اوندا قیز بونا دئییر:,m5,book2
4309,قارا قویون، بونو قارانلیق دونیایه آتیر.,m5,book2
4323,بو حالدا بیر زوربا قوش اوچوب گلیر.,m5,book2
4337,– من او وقت الیمی اژدهانین قانینا بولاییب اونون کورگی‌نین اورتاسینا باسمیشام.,m5,book2
4351,غرض بویله‌لیکله ایشیقلی دونیایه چیخیرلار.,m5,book2
4365,پادیشاه اؤلندن سورا ملیک جمشید پادیشاه اولور.,m5,book2
4379,بو سؤزلری دئییب مارالین دالینجا آت سالیر.,m5,book2
4393,بو خبری ملیک محمّد ائشیتدیکده قطع ائدیر کی، ائرته‌سی گون گئتسین اؤز بختینی سیناسین.,m5,book2
4407,هامی ائله بیلیر کی، جواب وئرن گوزگودور.,m5,book2
4421,همن ساعت آدام دیریلیب گؤزل بیر قیز اولور.,m5,book2
4435,قیزین اوتاغینا داخیل اولاندا قاباخجا قوشو بوراخیر.,m5,book2
4449,پادیشاه عهد ائتمیش کی، هر کس قیزینا علاج ائدیب ساغالتسا، قیزی اونا وئرسین.,m5,book2
4463,گئجه قوش ملیک محمّده دئییر:,m5,book2
4477,پادیشاها خبر گئتدی کی، قیز اوچ دفعه‌‌ دانیشدی.,m5,book2
4491,بو اوشاخ گلدی چاتدی اون ایکی یاشینا چوخ فراستدی، قاناجاخلی، باشاریخلی اوشاخ اولدو.,m5,book2
4505,– بالا، او شهر حیدراباد شهریدی کی، آتام اوردا اولور.,m5,book2
4519,– بالا، بئله شئی اولماز، جماعت هامیسی سنین اوسدونده بابانی داننیییر.,m5,book2
4533,بو گلدی دویونو آرتدادی، خؤرگی بیشیردی، دمه ویردی.,m5,book2
4547,ایندی ده او بیری قالدی ائوده.,m5,book2
4561,گئجه یاتدیلار، بلی، سحر آچیلدی، نؤبت گلدی سود ا‌منه.,m5,book2
4575,باشی دیغیرلا‌نیب او قویویا دوشوب، لئش ده بو بیری قویویا.,m5,book2
4589,قیزلاری گؤتوردولر، یاعلی مدد، گئتدیلر کندیری ده قیردیلار.,m5,book2
4603,سود ا‌من الینه قیلینجین آلیر، یولا دوشور.,m5,book2
4617,– بلی، فیلان قاری‌نین اوینده بیری قالیب.,m5,book2
4631,گؤردو زومرود قوشودو قانادین توتوپ بونون اوسته.,m5,book2
4645,یئمه‌دی دیلی‌نین آلتیندا ساخلادی.,m5,book2
4659,قوشو اوچوردولار گلدی قوندو سود ا‌منین باشینا.,m5,book2
4673,پالتاری تیکیر، قایچیینان دوغرویور تؤکور یئره، دئییر:,m5,book2
4687,او ساعت خلچه سومانین قاپیسیندا اولدو.,m5,book2
4701,– محمّد، باخ ایسدیییرسن سن ده اؤله‌سن، سؤیلویوم.,m5,book2
4715,او قدر گئتدی کی، گؤردوم همن داغین دؤشونده بیر عیمارت وار.,m5,book2
4729,عمیم قیزینا چوخ محبتیم واریدی، هئچ قلبیم اوننان سینمیردی.,m5,book2
4743,بیر چوماخ گؤتوردو گلدی کی، منی دؤیسون.,m5,book2
4757,آرواد او ساعت بیر وئرد اوخودو.,m5,book2
4771,بو گتیردی گئنه بیر وئرد اوخودو.,m5,book2
4785,محمّد آیین-اویوننارین گؤتوردو چیخدی چؤله.,m5,book2
4799,او ساعت هر آداما بیر نیمچه خؤرک، یانیندا خورودو، خؤرگینن حاضیر اولدو.,m5,book2
4813,– وزیر بو قووونلار نه اولان ایشدیر ؟,m5,book2
4827,– گؤر‌سن، ملیک دوچار مئیمون ایله نه ائدیر ؟,m5,book2
4841,پادیشاه سحر یوخودان دوروب باغا چیخدی.,m5,book2
4855,ملیک دوچار پریلر خانیمین یانینا گلیب دئدی:,m5,book2
4869,سورا پریلر خانیمی دوردو اوینادی، هر دفعه‌‌ فیرلاناندا یئره میرواری سپه‌لندی.,m5,book2
4883,دیولر بونو گؤروب، باشلارینا دؤیوب دئدیلر.,m5,book2
4897,ملیک دوچار پاپاغی باشینان گؤتوروب دئدی:,m5,book2
4911,ساناوار آشی ایتین قاباغینا قویدو، سورا ایتین آرتیغینی جئیرانین قاباغینا قویدو.,m5,book2
4925,عمیم قیزی ایچری گیردی، منه بیر سیلّه چکدی.,m5,book2
4939,ساناوار بایرا چیخدی، ملیک دوچاری گؤردو دئدی:,m5,book2
4953,بو سفر ده بوراخدی، گلدی ائوه.,m5,book2
4967,بیر آز اتدن، یاغدان، دویودن گتیردی ائوه، قاری دا بیشیردی، یئدیلر.,m5,book2
4981,ابراهیم بو احوالاتدان چوخ قورخدو، دئدی:,m5,book2
4995,– اوستا، منه بیر گورز چکرسن، دؤرد عرشین اوزوننوغو، دؤرد پوت دا آغیرریغی.,m5,book2
5009,– گئدیرسن ایندی ده او بیری طرفینن اؤپرسن، گلرسن، دا الینی باشقا شئیه وورمازسان.,m5,book2
5023,پادشاه حؤکم ائله‌دی، قوشون آتداندی بونلارین دالیسینجا.,m5,book2
5037,هاردا دا طوللاندیم-دوشدوم، بیل کی، اوغلان او قویودادی.,m5,book2
5051,– بولود، بیر قیزیم وار، اونو آلارسانمی ؟,m5,book2
5065,گئت شهره، هانسی آدامنان، اوشاخدان سوروشسان، او قویونو گؤرسدللر سنه.,m5,book2
5079,– بولود، منیم بیر قیزیم وار، اونو آلاسانمی ؟,m5,book2
5093,بونلار دا گئتدیلر، شهره داخیل اولدولار.,m5,book2
5107,بو تاجیر اؤلنده وصيّت ائدیر کی، اونون اوغلونا هئچ صنعت اؤیرتمه‌سینلر، چونکی اونسوز دا او قدر دؤولت-مال قویموش کی، اوغلان اؤلنه کیمی یئسه تمام اولماز.,m5,book2
5121,قیز یئنه بونو اودور و پاپاغینی دا الینن آلیر، سونرا اوغلانی قووور.,m5,book2
5135,سونرا همن قیز، همن پاپاخ، زورنا، توربا و هم ده جمعی دؤولته صاحب اولور.,m5,book2
5149,– پادشاه ساغ اولسون، سن او پئشه‌نی اؤیرنه بیلمزسن.,m5,book2
5163,بوردا آیریلیب هر‌سی بیر طرفه گئتدیلر.,m5,book2
5177,بو هر نه ائلسه سن اونا قاریشما!,m5,book2
5191,– سن بیزیم قیزیمیزی قارغیش ائدیب اؤلدوردون.,m5,book2
5205,گرک من شیشی قویام اودا، مونون گؤزلرینی یاتان واختدا داغلایام.,m5,book2
5219,– ساغ اولون، منه قیزیل-زاد لازیم دئییل.,m5,book2
5233,من گئنه دئشیکدن باخیب گؤردوم درویش او یاغدان خؤرگین بیر طرفینه تؤکدو.,m5,book2
5247,بیر منزیل یول گئدندن سورا پادشاها بیر قارا عمّامه‌‌لی آدام راست گلدی.,m5,book2
5261,آخیردا راست گلن حاتم ایدی، او شیشه‌دکی بیر ائله قان ائله‌میش یاغی آلدی.,m5,book2
5275,قوناخلار باخیب گؤردولر کی، میرداماد گتیردیگی گول، پادشاهین گتیردیگی‌نین بیر بوداغیدیر.,m5,book2
5289,قیزلار قویونون دیبینده آجیندان اؤلمک مقامینا گلیرلر.,m5,book2
5303,بیر گون بئله، بئش گون بئله، گئت-گئده آت آریخلاییر.,m5,book2
5317,– یومورتا قابیغیندا آش بیشیر‌رم، قوشونون یییر، یئنه ده آرتیق قالار.,m5,book2
5331,قوتونو گؤتوروب آچاندا گؤرور کی، ایچینده بیر جوت گؤزل اوشاق وار.,m5,book2
5345,ائله کی، خؤرک ییدیلر مئجمه‌یینی گؤتورمک ایسته‌ینده بو مومو مجمئییه آتین و سؤیله‌یین:,m5,book2
5367,گؤردو کی، دیزی‌نین اوسته بیر گؤی یارپاق دوشدو.,m5,book3
5381,تئز دوردو آیاغا قاچسین، گؤردو کی، بورادا بیر قاپی وار.,m5,book3
5395,قیزلار قورخوب گئری قاچاندا، اودونچونون آروادی دئدی:,m5,book3
5409,اودونچو گؤتوروب ال آتدی ديَنه‌یه.,m5,book3
5423,بیر گون آرواد خؤرک بیشیریردی، کیشی ده ائوده اوتورموشدو.,m5,book3
5437,ایندی سنه ائله بیر سو وئریم کی، دونیادا هئچ بیر پهلوانین گوجو سنه چاتماسین.,m5,book3
5451,قاراقاش وزیرین، وکیلین، پادشاهین آروادی‌نین باشینا دا بو اویونو گتیردی.,m5,book3
5465,بیر تپیک قاپییا چکدی، قاپی لاخبالاخ آچیلدی.,m5,book3
5479,تئز دوروب بیر دست مردانه پالتار چیخاردیب گئییندیردی قاراقاشا.,m5,book3
5493,ایندی آل خبری سنه وئریم درویشدن.,m5,book3
5507,بیر تهرله دیرماشیب حاصارا، حیطه آتیلدی.,m5,book3
5521,یوخ، قیزیندان دا ال چکمیر، داوامیز داوادی.,m5,book3
5535,وزیر دوروب آیاغا، دوشوب پادشاهین قاباغینا، گلدیلر پری خانیم اولان عمارتین قاباغینا.,m5,book3
5549,پری خانیم اؤزونو دیک آتیب پنجره‌دن بویلانیب باخیب گؤردو کی، بلغ پهلواندی.,m5,book3
5563,پادشاه بلغ پهلوانین اؤلدورولمه‌سینی گؤرنده ایکی الی ایله باشینا ووراراق، وای سانجیلاندیم دئییب، دوشدو یورغان-دؤشه‌یه.,m5,book3
5577,پادشاه قورخا-قورخا قاراقاشین قاباغینا چیخیب، یانیندا اوتوردوب دئدی:,m5,book3
5591,بئش پود دویونون خؤرگینی سوموکسوز اتله یئییب تامام ائله‌دی.,m5,book3
5605,پادشاه بو گوجو قاراقاشدا گؤروب آدینا طبیل ووردوردو.,m5,book3
5619,قاراقاش خؤرگی یئییب اوستوندن بیر قاب دا شربت ایچدی.,m5,book3
5633,هئچ بیر طیلسیم قاراقاشا کار ائده بیلمه‌دی.,m5,book3
5647,– بیلیرم پرینی آختاریرسان، – دئییب کیشی کتابی آچدی.,m5,book3
5661,گؤردو کی، بورادا بیر قویو وار.,m5,book3
5675,قاراقاش طیلسیملی قیلینجلا اژداهانی قویروغوندان یارالادی.,m5,book3
5689,گئجه هر ایکینیز بیر یئرده یاتان مقامدا اونون ساغ الینین چئچله بارماغینی کسرسن.,m5,book3
5703,– ای قیز، منه گئدیرسن، یا یوخ ؟,m5,book3
5717,– آتانی چوخدان جهنّمه واصیل ائله‌دیم.,m5,book3
5731,رمّال رم آتیب گؤردو کی، رم بد گلیر.,m5,book3
5745,بونلارین دیلیندن کاغیذ آلیب یولا سالدی.,m5,book3
5759,باغبان دشکووارین سؤزوندن چیخا بیلمه‌دی، راضیلیق وئردی.,m5,book3
5773,ایسته‌دی اوشاغی طوللایا، آمّا اورگی گلمه‌دی.,m5,book3
5787,باغبان شاه دشکوواری آپاردی ائوینه، اوشاغی گؤستردی.,m5,book3
5801,سیمورق گؤیله اوچوب گئدیردی، گؤردو کی، یئرده بیر شئی آغاریر.,m5,book3
5815,باغبانین آروادی قورخوب ایسته‌دی قاچا.,m5,book3
5829,تئز گؤتوروب آپاردیم، نیل دریاسیندا چیمدیردیم، قاراداغ داشیندان بیر پارچا گؤتوروب ازدیم، توک گلن یئرلرینه چکدیم.,m5,book3
5843,سیمورق تئز اؤزونو یئتیردی سیمانا، گؤردو کی، سیمان اژداهانی اؤلدوروب دایانیب باشی‌نین اوسته.,m5,book3
5857,سیمورق گؤیده پر ووروب، نر کیمی نریلده‌ییردی.,m5,book3
5871,چوبان پولو گؤتوروب، اؤزون یئتیردی سیمورقا.,m5,book3
5885,سیمورق تئز آتین توکونو بیر-بیرینه چکدی.,m5,book3
5899,ال آتیب او بیری پهلوانین کمریندن ائله ووردو یئره کی، اومباسی چیخدی.,m5,book3
5913,سیمان بیر داغین دؤشونو اؤزونه سنگر ائله‌ییب، چکیب آتینی دایاندی.,m5,book3
5927,منیم ده اوغلوم یوخدو، گل سنی گؤتوروم اوغوللوغا.,m5,book3
5941,پادشاهین بو امریندن سونرا هر گون اوچدؤرد اوشاق یوخ اولوردو.,m5,book3
5955,صاباح، بیری گون دوشوب اؤله‌جه‌یم.,m5,book3
5969,سیمانین آتین کئچیب، بیر قدر گئدیب، گؤزدن ایتدی.,m5,book3
5983,آز گئدیب، چوخ دایاندی، چوخ گئدیب آز دایاندی، گلیب چاتدی بیر شهرین قیراغینا.,m5,book3
5997,نه کی، دیولر وار ایدی، قیریب چاتدی.,m5,book3
6011,سیمان بیر نئچه مدت بورادا قالدی.,m5,book3
6025,بیرینجی نر‌ده باشلادی آت اویناتماغا، ایکینجی نر‌ده اون آرشین قیلینجینی قیلافیندان چکیب، اوچونجوده ائله بیر نره ووردو کی، گؤیده قوش قورخوسوندان قاناد سالدی.,m5,book3
6039,بیر گون دوروب گلدی شاه دشکووارین یانینا، دئدی:,m5,book3
6053,سیمان گؤردو کی، بو طیلسیم‌میش.,m5,book3
6067,ایسته‌دی چؤل خوروزونو توتا، بو دمده سیمانین قولاغینا بیر سس گلدی.,m5,book3
6081,ملیک راضی اولوب، قوشولدو سیمانا، باشلادیلار یول گئتمه‌یه.,m5,book3
6095,آدینا دا شاه دیو فیروز دئییرلر.,m5,book3
6109,دیو فیروز بیر قدر گؤزله‌دی، گؤردو کی، دیولردن ده خبر چیخمادی.,m5,book3
6123,ایکی گون، ایکی گئجه داوا ائله‌ییب، ائله ائله‌ییب، ائله کی، قیلینجدان، گورزدن چیخدیلار، باشلادیلار کمر یاپیشماغا.,m5,book3
6137,– دیو فیروز چوخدان جهنّمه واصیل اولوب، نه سفئه-سفئه دانیشیرسان ؟,m5,book3
6151,خان-خانی-چینه خبر گئتدی کی، بیر نفر گلیب سنین قانون-قایدانی پوزوب، دارچینی دا اؤلدوردو.,m5,book3
6165,سیمان ملیکی وئردی قاباغا، دوشدولر خان-خانی-چینین دالیسینجا گئتدیلر.,m5,book3
6179,خان-خانی-چین سیمانی چاغیرتدیردی، سیمان گلدی حوضورونا.,m5,book3
6193,امر وئردی کی، اون مین قوشونون گؤزونو چیخارتسینلار.,m5,book3
6207,نه کی، خان-خانی-چینین گوللری، چیچکلری واردی، آتین آیاغی‌نین آلتیندا قویوب تلف ائله‌دی.,m5,book3
6221,اوتوروب سیمانین باشی اوستونده، ال آتدی قالخانینی گؤتوردو، دیزینی یاستیق ائله‌ییب قویدو باشی‌نین آلتینا، باشلادی اوزونو یئلله‌مه‌یه.,m5,book3
6235,توتوب آت لپیرلرینی چیخدی بیرباش آغاجین آلتینا.,m5,book3
6249,خان-خانی-چین ائرته‌سی گون گونورتایا خؤرک بیشیرتدیریب، سیمانی دا مجلیسه قوناق چاغیردی.,m5,book3
6263,دوروب اؤپدو سیمورقون قانادیندان، خبر آلدی:,m5,book3
6277,سیمان اوجوبینیخ پادشاهی‌نین تورپاغیندان ساغ-سلامات گلیب چیخا بیلمز.,m5,book3
6291,اودو کی، سیمان سنینله داوایا گلیر، حاضر اول!,m5,book3
6305,سیمان یورغونلوغونو آلاندان سونرا، باشلادیلار ال-اله وئریب مئیدان گزمه‌یه.,m5,book3
6319,پری­دوخ خانیم چوخ گؤزله‌دی، گؤردو کی، سیمان گلیب چیخمادی، تئز اؤز پالتارینی ديَیشیب بیر دست پهلوان پالتاری گئییب، چیخدی باییرا کی، سیمانی تاپیب گتیره.,m5,book3
6333,سیمان گؤردو کی، اونونلا اوچ گون، اوچ گئجه داوا ائدن پری­دوخ خانیمدی، دئدی:,m5,book3
6347,گیردی ایچری، گؤردو کی، سیمان بوردادی.,m5,book3
6361,سیمان دوروب گؤردو کی، خان-خانی چینین قوشونودو.,m5,book3
6375,بیر او یانا، بیر بو یانا باخیب گؤردو کی، لاپ یانلاریندا بیر اودان وار.,m5,book3
6389,دیو آدامزاد سیمورقا باش اییب اؤزونو یئتیردی جینلر تاختینا.,m5,book3
6403,انجیر آغاجی‌نین بیرینی ووروب او بیریلری‌نین آلتیندان ائله کئچ کی، یارپاقلار سنه ديَمه‌سین.,m5,book3
6417,سیمانا برک سوسوزلوق اوز وئریب، اتش اولموشدو.,m5,book3
6431,سیمورق نئجه واردی، هامیسینی دانیشدی سیمانا.,m5,book3
6445,چاتیب وزیره، وزیری جهنّمه واصیل ائله‌دی، اؤزونو یئتیردی شاه دشکووارا.,m5,book3
6459,بیر چؤرگیم اؤوساناتا کئچدی، قالخ، بورادا یاتماق مصلحت دئییل.,m5,book3
6473,اگر او سنی دالینا آلیب، سودان کئچیرتسه، اوندا اونونلا یولداش اول، یوخ، سنین دالینا مینسه، اونونلا یولداش اولما، تئز اوندان آیریل!,m5,book3
6487,اوغلان راضی اولماییب، شاهزاده‌نی دالینا آلیب سودان کئچیریر.,m5,book3
6501,– پادشاهین قیزین قارداشیم اوچون ایسته‌ییرم.,m5,book3
6515,بونونلا قیزی بیر نئچه اره وئریبلر، ایلانلار اؤلدوروب.,m5,book3
6529,آخیردا شاهزاده تکلیف ائله‌ییر کی، جمعی دؤولت اونون اولسون، آنجاق قیز بونون اولسون.,m5,book3
6543,اونلار یئییب، ایچیب یئره کئچیر، بیز ده یئییب، ایچک دؤوره کئچک!,m5,book3
6557,پرینوش چوخ داریخمیشدی، آتاسینا بیر بئله کاغیذ یازدی کی:,m5,book3
6571,بیر واختی پرینوش یوخودان آییلیب قیرخ قیزا دئدی کی:,m5,book3
6585,بو طرفدن ده قیزلار پرینوشو چوخ گؤزله‌دیلر، آخیر گؤردولر کی، پرینوش گلیب چیخمادی، دوردولار چاغیرماغا.,m5,book3
6599,هر ایکی عاشق قول بویونا سالیب، اؤپوشدولر.,m5,book3
6613,پادشاه گلیب پرینوشون یانینا، قیزین احوالین خبر آلیب گؤردو کی، قیزی‌نین دیلی، آغزی توتولوب، هئچ دانیشمیر.,m5,book3
6627,ایکی گون تامام اولاندا ابراهیم گلدی پادشاهین یانینا.,m5,book3
6641,آتام سنی گئدر-گلمز یولا گؤندریر.,m5,book3
6655,– بیر باشا سال منی، گؤروم اورا نئجه یئردی، هاردادی ؟,m5,book3
6669,آمّا بورادا بیر باغ وار ایدی کی، گل گؤره‌سن.,m5,book3
6683,یئتیریب اؤزونو نیله، همین قولو تاپدی.,m5,book3
6697,درویش اولوب بیر باغبان الینه آلدی بیچاق، باشلادی قارپیز-قووونو کسمه‌یه.,m5,book3
