NO	Sentence	ID	book_name
2807	باشی‌نین قارتماغی سییریلا-سییریلا بیرتهر کئچدی او طرفه.	m1	book2
2821	گونه دئییللر سن چیخما، من چیخیم.	m1	book2
2835	ایسته‌دیم قاچام، دارتدی بورنومدا بیر سیرغا واردی، یئددی ایلین باجی-خراجیندان عمله گلمیشدی، اونو دا قوپاردیب آپاردی.	m1	book2
2849	محمّد قیزنان خؤرگی یئییب او گئجه‌نی یاتدیلار.	m1	book2
2863	– آلا بو اوزویو، آپار دریادا چالخالا، سودان بیر اوغلان چیخاجاخ، دییه‌جک، بیزه گؤره قوللوخ.	m1	book2
2877	تئز جورابلاری گؤتوروب پادشاهین دیوان‌خاناسینا طرف اوز قویدو.	m1	book2
2891	محمّد دوروب فیکیر ائله‌ییردی کی، آی الله، یعنی بو منیم ائویمدی ؟	m1	book2
2905	– قیبله‌ی-عالم، صاباح محمّدی چاغیرارسان، دئییرسن کی، محمّد، سن بیر قوچاق اوغلانسان، سندن باشقا هئچ کس باجارماز.	m1	book2
2919	– اوندا، گئت پادشاهدان قیرخ گون مؤهلت آل، گل اوتور اوتوز دوققوز گون یئیک، ایچک، اللها شکر ائلییک.	m1	book2
2933	– آلا، بو لؤحو، او داغی گؤرورسن، گئت او داغین دابانینا، گؤررسن نار آغاجلاریدی.	m1	book2
2947	قیز ناری کسدی، حوری قیراغا آتیلیب دیین کیمی سویو اوزاتدی.	m1	book2
2961	– قوچاغیم، بو دریانی گؤرورسن، اونون اورتاسیندا گرک منه بیر ائو تیکدیره‌سن.	m1	book2
2975	بیر اوغلان چیخیب دییه‌جک کی، محمّد، نه قوللوخ ؟	m1	book2
2989	پادشاه باخیب گؤردو کی، دوغرودان بیر ائله عمارتدی کی، میثلی گؤرونمه‌میش اولا.	m1	book2
3003	– خانیم، غلط ائلرم، من بیر ایلدن ده سورا دریا طرفه باخمارام.	m1	book2
3017	بونللارین هر ایکیسی‌نینده اؤولادی یوخ ایدی، نه پادشاهین، نه ده ناخیرچی‌نین.	m1	book2
3031	پادشاه دا آشپازا تاپشیریردی کی، مبادا بونللارین خؤرگینه سوموک قویاسان.	m1	book2
3045	– اوشاخلار دئییر کی، بیزه اجازه وئرسین، چیخاخ چؤله.	m1	book2
3059	– بیر آدام منیم دالیمجا گلسه، بو آد منیم اوزریمه قنیم اولسون.	m1	book2
3073	– قارداش، بو باشی بدننن گرک جدا ائلییم، او قیزی تاپام.	m1	book2
3087	– ای اوغلان، منه چوخ پادشاهلار عاشیقدی.	m1	book2
3101	– تاختا، گولو قاهقاه عشقینه، نه سن سویا ديه، نه سو سنه!	m1	book2
3115	قیز اوتوز دوققوزون آچدی قیرخینجیدا دئدی:	m1	book2
3129	– ملیک احمد، سن گتیر، بونو یاواشجا اؤلدور.	m1	book2
3143	اوندا اؤزو بیر قاریش، ساققالی ایکی قاریش گله‌جک، دئیه‌جک کی، .	m1	book2
3157	قیز گؤردو کی، اؤز تشتی، اؤز مجمهیی سیدی.	m1	book2
3171	بونللاری دئولر جاه-جلالینان، قوشیننان یولا سالدیلار.	m1	book2
3185	ملیک احمد فرصتی فوت وئرمییب ایلانی اؤلدوردو.	m1	book2
3199	بیر مدتدن سورا بو اوشاخ اوزه گولن اولدی.	m1	book2
3213	گونلرین بیر گونونده خان اوغلان گولناهار شهرینه گزمه‌یه چیخمیشدی.	m1	book2
3227	بیچاره شفتن قورخا-قورخا احوالاتی شاها سؤیله‌دی.	m1	book2
3241	او همان سرچئشمه‌نین یانیندا زیرزمیده اؤزونه ائو بینا ائدیب وار-یوخ سوسن آدلی قیزی ایله او مکاندا ساکین ایدی.	m1	book2
3255	تااینکی اوچ ایله بونو یاخشی پئشه صاحبی ائدیم.	m1	book2
3269	خان اوغلان او خوش صیفت سوسنه بوتون باشینا گلن قضا-قدری نقل ائتدی.	m1	book2
3283	– اوغول، بیر نئچه گون بوندان قاباق سنه دئدیگیمدن و ایندییه قدر نه ائله‌میسن.	m1	book2
3297	نئجه من ناخیرچیلیق ائدیب بیر قارنی آج، بیر قارنی توخ دولانیرام، بو دا ائله دولانار.	m1	book2
3311	او یاندان اؤکوز آلان آدام ائوینه آپاریب خال-خالا سالدی.	m1	book2
3325	نه گؤردو، همن شفتن کیشی دوه ساتیر.	m1	book2
3339	سوسن فرصتی غنیمت بیلیب دوه‌نین اوسارینی بوراخدی.	m1	book2
3353	او داری بیر تولکو اولوب، تویوغون هم جوجه‌لرینی، هم ده اؤزونو بوغوب اؤلدوردو.	m1	book2
3367	شاه بویوردو کی، اوغلوم بیر قدر سرباز گؤتوروب سوسه‌نین مکانینا گئت، اونو شهره گتیر.	m1	book2
3381	قاشلاری کمان کیمی، کیپریکلری اوخ کیمی، گؤزلری قان پیاله‌‌سی کیمی، صیفتی اون دؤرد گئجه‌لیک آی کیمی، بورنو هند فیندیغی کیمی، دیشلری میرواری کیمی، دوداقلاری شئه دوشموش قیزیل‌گول یارپاغی کیمی، زنخداندا حبشی خاللار میخک دانه‌سی کیمی، سینه سمرقند کاغیذی کیمی، قوللار قارغی کیمی.	m1	book2
3395	شاهزاده سواریلرین ایچینه، سوسن ایسه قیزلارین ایچریسینه گئتدی.	m1	book2
3409	بختیار آدیندا بیر قوجا کیشی وارایدی.	m1	book2
3423	بیر تهرینن ایله اؤزون سالدی قویونون ایچینه، چوبانا یاخینلاشیب دئدی:	m1	book2
3437	پاهو، آرواد باخدی گؤردو کی، اری بودی چوبان اولوب بیر سورو قویون اوتارا-اوتارا گلیر.	m1	book2
3451	چوبان آدامدی، چؤلده یاتماغا عادت ائله‌میشدی، او ساعت یوخو توتدو یاتدی.	m1	book2
3465	قیز دؤنوب گئری باخاندا نه گؤردو، بونون دالینجان گلن ائله بیر چوباندی کی، هئچ عومرونده آلچا ترشوسو دادماییب.	m1	book2
3479	بختیار آتا بیر شللاق ووروب دوشدو قاباغا، قیز دا اونون دالینجان.	m1	book2
3493	قیز بو جوابی ائشیدننن سورا بیر قدر تسکینلیک تاپدی.	m1	book2
3507	دللک بیری‌نین اوسته ده بئشین قویوب قیزی او قدر تعریف ائله‌دی کی، پادشاه گؤرمزه-بیلمزه قیزا عاشیق اولدو.	m1	book2
3521	بختیار احوالاتی قیزا من سیزه ناغیل ائلیین کیمی ناغیل ائله‌دی.	m1	book2
3535	پادشاه ائوینه چاتان کیمی اوزوقویلو ییخیلیب دئدی:	m1	book2
3549	بختیار کاغیذی آلیب پریزاد خانیمنان گؤروشوب آیریلدی.	m1	book2
3563	دیل اولدو باشدادی بیر-بیرینن دانیشماغا.	m1	book2
3577	– خانیم، واللاه، من گتیرمه‌دیم، اؤزو گلدی.	m1	book2
3591	– باشین اوچون، نئجه دیییرم، ائله‌دی کی وار.	m1	book2
3605	قیرخ گون سنه مؤهلتدی، گئتمه‌سن بوینون ویریلاجاخدی.	m1	book2
3619	بو حالدا گؤردو، پاهو بودو قیرخ اینجه قیز چالا-چالا، اوینایا-اوینایا گلیر.	m1	book2
3633	بختیار دا رخصت آلیب ائوینه گلدی، قیزلارین اوچونو ده باشینا ییغیب باشلادی صؤحبته.	m1	book2
3647	پادشاه وزیره دیییب تز‌دن بختیاری چاغیرتدیردی.	m1	book2
3661	گؤزون آچاندا گؤردو دوغرودان دا بیر تلّین دیبینده‌دی.	m1	book2
3675	قوجا دیین کیمی قارغیدان دا بیر نئی قاییریب گتیردی.	m1	book2
3689	او پادشاه سنی اؤلدورمک ایسته‌ییر.	m1	book2
3703	قولانلاری دا دالییجان اوز قویدو برری-بیابانا.	m1	book2
3717	دئدیلر، بختیار، گئنه نَیه فیکیرلیسن، نه اولوپ، دردینی بیزه دئ بیلک.	m1	book2
3731	دئدی – بختیار ایندی بو شهرده لاپ قوجا کیمدی، اونو تاپ گتیر بورا.	m1	book2
3745	– سنینکینی ده، وکیلین ده، دلـله‌یین ده آتا-آناسینی گؤردوم.	m1	book2
3759	هر یئردن بیر اوتولموش آدام سومویو تاپیلیر.	m1	book2
3773	اووچی محمّد گونلرین بیر گونونده ايّامی سابیقده بیر دانه محمّد وار ایدی.	m1	book2
3787	آغ دیو گلیب سنی بو ساعت اتین آشیقجان، قانیوی قاشیقجان ائلییر.	m1	book2
3801	– محمّد، جئیران اوچون نه قدر پول وئردیلر.	m1	book2
3815	– محمّد بورادان گئدرسن، دوز بیر گون یولون وار.	m1	book2
3829	– بیر قارا قوروش بئله وئرمه‌یه‌جیم.	m1	book2
3843	وزیر گئتدی، حصیرینه کیمین ساتدی، گمینی دوزلتدی.	m1	book2
3857	اؤزو ده هر بیر قوشون دیلین بیلیردی.	m1	book2
3871	کیشی نه قدر مینّت، سونّت ائله‌دی، دئدی، یوخ بیردی، ایکی دئییل.	m1	book2
3885	بونو قووزادی، سوروشدو کی، بالا آدین ندی ؟	m1	book2
3899	بونلار بیر-بیرینی ائله چوخ ایسدیییردیلر کی، بیر آز گئج گؤرنده، بیری-بیرینی آز قالیردیلار دلی اولسوننار.	m1	book2
3913	وزیر باخدی گؤردو، بو بیر قیزیل بالیخدی، دئدی:	m1	book2
3927	تا بو آلا قارغالارین سسینن نه شیکایته باخا بیلدی، نه ده دیوان ائلییه بیلدی.	m1	book2
3941	دئمه، اؤزو ده گلنده همشه‌کی قاعدئینن یولا سال.	m1	book2
3955	– جانین اوچون، قوشلارین هامیسی‌نین دیلین بیلیرم.	m1	book2
3969	او قدر خلعت وئریلدی، دا نه تهر.	m1	book2
3983	– قارداش، من آزاررامیشام، یاخشی اولونجان گل او خؤرگی سن آپار.	m1	book2
3997	بو شهرین ده پادشاهی اؤلموشدو، قیزی یئرینده پادشاهلیق ائلیییردی.	m1	book2
4011	یئددی ایلین ده باجی-خواراجین دا.	m1	book2
4025	دوشمه‌میسن قوچ دعواسینا، دوشموسن تولو-مولو دعواسینا.	m1	book2
4039	گلدیلر گؤردولر بلی، بیر پیس حئیواندی.	m1	book2
4053	– قورخما، آدام یئین دئییلم، سنن سؤز خبر آلیرام.	m1	book2
4067	– فیلان یئرده بیر قوجا جادوکون وار، قوجالیب الدن دوشوب.	m1	book2
4081	گونلرین بیر گونو، آدام گؤندردی کی، فیلان ناخیرچییا دئیین پادشاه دئییر کی، بو گون اونا قوناغام.	m1	book2
4095	بو اوغلان بیر گئجه یوخودا نار قیزینا عاشق اولور.	m1	book2
4109	قاری‌نین اوغلانلاری گلمه‌یه یاخینلاشاندا، بیر سِحر اوخویوب بیر چووالدوز ایگنه‌سی اولوب بیر دئشیگه گیریر.	m1	book2
4123	وزیر اسم اعظم اوخویوب بیر پالاز پارچاسی اولور، قاری آپاریب بونو گؤیلوگده گیزله‌دیر، بو حالدا قاری‌نین اوغلانلاری گلیر، ایچری داخیل اولوب:	m1	book2
4137	اوغلانلاری قاپیدان ایچری گیرن کیمی بونلار دا:	m1	book2
4151	دیواردان باخیب گؤرور کی، دوغرودان دا دئولر کئشیک چکیرلر، قورخوسوننان ایسم اعظم اوخویوب بیر میلچک اولوب دیوارین آراسیندا گیزله‌نیر.	m1	book2
4165	غرض توی تداریکینی گؤروب شاهزاده پالتار گؤتوروب وزیر-وکیل، خئیلی قوشون ایله قیزی آپارماغا گلیرلر.	m1	book2
4179	بو تاختا، بیر قیز اولوب قالخیب ائوی سوپوروب، بیر بو طرفینه اوفورور دوگو اولور، بیر بو طرفینه اوفورور یاغ اولور.	m1	book2
4193	یاغ اولدو، بیر طرفه اوفوردو، دوگو اولدی.	m1	book2
4207	آرپا، سامان اولوب آتی طؤیله‌یه چکیب، بورادا اونا باخماغا باشلاییر.	m1	book2
4221	اودور کی، شاهزاده بیر دست پالتار آلیب امر ائدیر کی، شهرده نه قدر اینجی مونجوق تیکمکده اوستاد آرواد واریسه، گلیب بونون پالتارینا اینجی، مونجوق تیکسینلر.	m1	book2
4235	نه قدر ایستیییرسه شاهزاد‌نی پئنجر‌نین قاباغیننان اوزاخلاشدیرسین، مومکون اولماییر.	m1	book2
4249	بوننان سورا قیرخ گون، قیرخ گئجه توی ائلیییب بو قیزی شاهزاد‌یه آلیرلار.	m1	book2
4263	پادیشاه ایکینجی گئجه اورتانجیل اوغلونو گؤندریر، بو دا آخشامدان بیر آز کئچمیش یاتیر، گئنه اوغرو گلیب بیلدیگینی ائله‌ییر.	m1	book2
4277	بیر قدر یول گئتدیکدن سورا بیر عمارته یئتیشیر.	m1	book2
4291	بوندان سورا اورتانجیل قیزی ایپه باغلاییب قارداشلاری چکدی.	m1	book2
4305	بیز دئوی اؤلدوردوک، قیزلاری دا خیلاص ائتدیک.	m1	book2
4319	بو آغاجین باشیندا بیر بؤیوک یووا، یووانین ایچینده بیر نئچه قوش بالاسی وار ایدی.	m1	book2
4333	اوندا شاهزاده اژداهانی اؤلدورنده بیر قیزین گؤردوگونو بیان ائدیر.	m1	book2
4347	قوش دئدیکده اتدن، دئدیکده سودان وئریر.	m1	book2
4361	بؤیوک اوغلو‌نون آدی ملیک جمشید، اورتانجیل اوغلو‌نون آدی ملیک احمد، کیچیک اوغلو‌نون آدی ملیک محمّد.	m1	book2
4375	قوشون اهلی اوچ گون گؤزلویوب شهره قاییدیر، جماعت ییغیلیب ملیک محمّدی اؤزلرینه پادیشاه ائدیرلر.	m1	book2
4389	– شهرین پادیشاهی‌نین بیر قیزی واردیر، نئچه مدتدیر کی، لال اولموش، دانیشماییر.	m1	book2
4403	پادیشاها خبر وئریرلر کی، بیر اوغلان گلمیش، قیزی دانیشدیرماق ایسته‌ییر.	m1	book2
4417	وقتی تامام اولدوقدا ملانی اویادیب اؤزو یاتیر.	m1	book2
4431	– ای ملیک محمّد، قیز بو گئجه گوزگونو قیردی.	m1	book2
4445	خالچانین خاصيّتی بو ایمیش کی، اونون اوستونده اوتوروب هانسی یئری نییت ائتسیدین، خالچا هاوایا قالخیب اورایا اوچارمیش.	m1	book2
4459	ایندی، آی ملیک محمّد، سؤیله گؤرک، قیز کیمه چاتاسیدیر ؟	m1	book2
4473	پادیشاهین، وزیرین آروادلاری دئییرلر کی، قاباقجا بیز گؤرموشوک، بیزه چاتار.	m1	book2
4487	آی اؤتدو، ایل دولاندی، گلدی بونون بیر اوغلو اولدو.	m1	book2
4501	سود ا‌من دوردو داشا بیر تپیک ووردو، داش یومالاندی.	m1	book2
4515	– گئدی پادشاها سنن شیکایت ائلییه‌جییک.	m1	book2
4529	– قارداشلار، بیز اولدوخ یولداش، قارداشیخ، خئیره خئیر، شره شر.	m1	book2
4543	دوردو تلم-تلسیک بیر خؤرک قاییردی، گئنه دمه ویردی تا آخشام چاغیدی.	m1	book2
4557	الین آشدی، اوننان دا ایاغین دا آشدی دوردو.	m1	book2
4571	گلدیلر یولداشلاری آخشام جمعلشدیلر، خؤرگی چکدیلر یئدیلر.	m1	book2
4585	اوندا ائله آتیلیب میندین آغ قوچون بئلینه، ایشیخلی دونیایا چیخارداجاخ، ائله کی، قارا قوچون بئلینه دوشدون، سنی ائله ووراجاخ یئره کی، یئددی قات یئرین آلتینا گئده‌جکسن، چیخاجاخسان قاراننیخ دونیایا.	m1	book2
4599	– بالا، اللهدان گیزلین دئییل، بنده‌دن نه گیزلین.	m1	book2
4613	شهرده جار چاغیریلدی کی، بلی، اژدها اؤلوب، کیم سو آپاراجاخ، گلسین آپارسین.	m1	book2
4627	زومرود قوشو گلدی گؤردو آغاجین دیبینده بیر بنی-آدم یاتیب، ایسته‌دی یئنسین بونو اؤلدورسون.	m1	book2
4641	بونلاری یوهله‌دی زومرود قوشونون بئلینه، اؤزو ده میندی دوشدولر یولا.	m1	book2
4655	گئتدی او ایکی آداملاری دا اؤلدوردو، قیزلاری اؤزو آلدی.	m1	book2
4669	اوننان سورا قیزیمی وئر‌رم اونا.	m1	book2
4683	تاجی دا باشینا قویارسان، هئچ کیم گؤرمز، آمّا سن هامینی گؤررسن.	m1	book2
4697	بو سومانین قیرخ اوتاغی واریدی، آغزی اولدوغو اوتاغا آچیلیردی، آنجاخ اولدوغو اوتاغین آیری قاپیسی واریدی.	m1	book2
4711	محمّد او گئجه بارماغیمی کسیب دوز دولدورور، یاتمیر.	m1	book2
4725	او ساعت تولا حرامی باشینی ییغیشدیردی سالدی منیم آلتیما.	m1	book2
4739	هر گون بیر قیزیل گتیریب سالیردی منیم باشیمین اوستونده‌کی او دخیل کیمییه، بیلیردیم کی، بونو قصّابدان دالدالیییر.	m1	book2
4753	بونون قیزی همشه منیم پاییمی گتیریب وئریردی.	m1	book2
4767	– گئت، کؤپک اوغلونون ائششیی، اولدوم بیر ائششک.	m1	book2
4781	محمّد او ساعت تاجی باشینا قویدو.	m1	book2
4795	بو اوغلان دا دئدی کی، هئچ بیر شئی لازیم دئییل، اؤزوم هامیسین دوزلدجییم، ایشینیز یوخدو.	m1	book2
4809	قارداشلار بازارا چیخیب اوچ دنه قووون آلیرلار.	m1	book2
4823	امر وئردی کی، شهرین بیر قیراغیندا اونا ائو وئرسینلر.	m1	book2
4837	آغاجی یئره ووروب پریلر خانیمین آتاسیندان قالان قارپیزی ایسته‌دی.	m1	book2
4851	– گل، بو دفعه‌‌ ملیک دوچاری قوناق چاغیراق.	m1	book2
4865	هامی اوتوردو، مجلیسین گؤزو پریلر خانیمیندا ایدی.	m1	book2
4879	سن گل بونو بیزیم آرامیزدا بؤل.	m1	book2
4893	گونلرین بیر گونونده پریلر خانیمی آناسینا دئدی:	m1	book2
4907	منیم سیرّیمی هئچ کس آپارا بیلمه‌ییب.	m1	book2
4921	همن بو قول کی، باشینی کسیب ساخلامیشام، اورادا اوتورموشدو.	m1	book2
4935	ایمدی ایسه دستمازی آل، باشینی کسیم.	m1	book2
4949	ابراهیم گئتدی، گؤردو تورچونون تورونا بیر قیزیل بالیق دوشوب.	m1	book2
4963	– آی ائو یییه‌سی، آی ائو یییه‌سی.	m1	book2
4977	ابراهیم چیخارتدی آلتی شاهی وئردی، دئدی:	m1	book2
4991	گتیردی گئنه اوچ شاهینی وئردی ابراهیم دئدی:	m1	book2
5005	واللاه سنه بیر گورز ووررام کی، نتهر.	m1	book2
5019	– قیز ایکی آت یهررسن بیرین ابراهیما، بیرین ده اؤزونه.	m1	book2
5033	گلدی شهرین کنارینا، گؤردو بیر دسته اوشاق آشیق-آشیق اوینویور.	m1	book2
5047	بولود ابراهیمی دا گؤتوردو، گلدی پادشاهین یانینا.	m1	book2
5061	یاواش-یاواش گلدی بیر جوتچویه راست چیخدی، گؤردو بو جوتچونون اؤزو ده قارادی، اؤکوزو ده، خیشی دا.	m1	book2
5075	قاپینی آچدی، ایچری گیرنده پادشاه باخدی گؤردو بونا قوشون دا جواب وئره بیلمز.	m1	book2
5089	آتان خؤر‌یه زهر قاتیب، سنه وئر‌جک.	m1	book2
5103	بو تاجیرین دونیا مالی دؤولتیندن باشقا اوچ قریبه شئیی ده وار ایمیش.	m1	book2
5117	بو دا بیر طرفده اوتوروب یئمه‌یه باشلاییر.	m1	book2
5131	همن ساعت هر بیری‌نین باشیندان بیر جوت زوربا بوینوز چیخیر.	m1	book2
5145	بیر آزدان سورا اونلار هر ایکیسی پادشاهین قوللوغونا گلدیلر.	m1	book2
5159	بیر خئیلی یول گئدنن سورا میرداماد پادشاها دئدی:	m1	book2
5173	بونلاری ایندییه کیمی بیر آدام تانییا بیلمه‌ییبدی.	m1	book2
5187	بیردن گؤردو بیر ایلان آروادین بوغازینا دولانیب اونو سانجیر.	m1	book2
5201	اگر یئمه‌سن، اون وئریم چؤرک بیشیر یئ!	m1	book2
5215	پادشاه او ساعت قیلینجی چکیب اونو جهنّمه واصیل ائله‌دی.	m1	book2
5229	من بو درویشین ایشینی بیلمک اوچون بیر دفعه‌‌ قاپی‌نین هاچار دئشیگیندن باخیب گؤردوم درویش قوناقلار اوچون آش بوشیریب، اوستونه بیر جوره یاغ تؤکدو کی، قوناقلارین اللری ديَن ساعت اود آلیب یاندیلار، قیزیل اولدولار.	m1	book2
5243	بو دوه‌لری قاباغینا سالیب یولا دوشدو.	m1	book2
5257	درویشین آمبارینداکی قیزیللاری دا او آداملار اوچون قویدو.	m1	book2
5271	پادشاه اوندان قاباق گلیب قوناقلارین یانیندا اوتوردو.	m1	book2
5285	کیشی بازاردان اوچ آلما آلیب گتیریب آروادینا وئریر.	m1	book2
5299	بیر آز قازدیقدان سورا بیر دشیک آچیلیر.	m1	book2
5313	گئجه یاری اولاندا باخیب گؤرور کی، یوخوسو گلیر، بارماغینی کسیب دوز باسیر و گئجه‌نین بیر واختی گؤرور کی، اوچ قیز داخیل اولدو و آتین قاباغینداکی کیشمیشی ییغیب آتین قویروغونو ترس دویونله‌ییب گئتمک ایسته‌ینده تئز یویوروب بونلاردان کیم اولدوقلارینی سوروشور.	m1	book2
5327	سو قوتونو آخیدیب دییرمانین چارخی‌نین اوستونه سالیر و دَ‌ییرماندا دایانیر.	m1	book2
5341	– ائله ایسه گئدین ایذین آلین، منه قوناق گلین، – دئییب گئدیر.	m1	book2
5355	گئنه ده اؤزونه حرم ائدیر و باجیلارینی ایسه اؤلدورتدورور.	m1	book2
5363	جاوانلیقدا دوغوب تؤر‌مه‌دین، یئتمیشینده دوغماق ایسته‌ییرسن ؟	m1	book3
5377	سونرا اؤزونه اورک وئریب، درویشین توپورجه‌یینی آلیب ایچدی.	m1	book3
5391	اودونچونون آروادی او بیری آروادلاری دا ساچیندان آچیب خبر آلدی کی:	m1	book3
5405	اودونچو یئریندن قالخیب، ال آتیب کؤسؤوه دئدی:	m1	book3
5419	– آ کیشی، بورا قدر صبیر ائله‌میسن، بیر آز دا صبیر ائله، گؤرک بو ایشین آخیری نه اولاجاق.	m1	book3
5433	درویش آییلیب گؤردو کی، اودونچونون آروادی یوخدو.	m1	book3
5447	قاراقاش الینی آتیب پادشاهین خؤرگینی یئییب قورتاردی.	m1	book3
5461	قاراقاش یاپیشیب پادشاهین تاجیندان قویدو یئره.	m1	book3
5475	چونکی پادشاه قیزی هر بیر طیلسیمی بیلیردی، دینمه‌ییب گئجه‌نی راحت یاتدی.	m1	book3
5489	– منی بورادان آپاریب درویشه یئتیرینجه بو قورد قارنیندا ایلان اولوب، سنی چالیب هلاک ائده‌جکدی.	m1	book3
5503	– ای پری خانیم، سنینله منیم آرامدا بیر طیلسیم قالیب.	m1	book3
5517	پادشاه امر وئردی کی، بوراخسینلار گلسین، گؤرک نه اوچون گلیبدی.	m1	book3
5531	پادشاه علاجسیز قالیب، اؤز آنا سودونه آند ایچدی.	m1	book3
5545	بئله کی، بوتون پهلوانلار بلغین الیندن زاغ-زاغ اسیردیلر.	m1	book3
5559	– ای بلغ پهلوان، منده قایدادیر، یولو دوشمنه وئر‌رم.	m1	book3
5573	بده‌بدده آتانی دا گؤندر‌رم بلغ پهلوانین یانینا.	m1	book3
5587	دئیرسن کی، بو آتلار منیم آلتیمدا داوام گتیره بیلمز.	m1	book3
5601	فیرنگ قوشونو باخیب گؤردو کی، بو پادشاه قوشون-موشون گؤندرمه‌دی.	m1	book3
5615	گول کیمی قیزی اونا نئجه وئریم ؟	m1	book3
5629	بو اوزانماقلا هر ایکیسینی یوخو آپاردی.	m1	book3
5643	گؤردو کی، بورادا قوجا پیرانی بیر کیشی اوتوروب، قاباغیندا مانقال، الینده باتمان کتاب.	m1	book3
5657	ائله کی، اؤلدوردون، پرییه اوخشار بیر قیز گؤره‌جکسن.	m1	book3
5671	بو دریانین ایچیندن ده اژداها، شیر، پلنگ، ببیر، گورزه، ایلان چیخماغا باشلادی.	m1	book3
5685	بونلار بیر-بیریله چکیشمکده اولسونلار، پری خانیم قاراقاشا دئدی:	m1	book3
5699	– ای قیز، گرک منه گئده‌سن!	m1	book3
5713	چکیب قیلینجی، پادشاها دانیشماغا ماجال وئرمه‌ییب، اؤزون ووردو دریایی-لشکره.	m1	book3
5727	آمّا چوخ ظالیم پادشاه ایمیش.	m1	book3
5741	گرک شهرده تزه آنادان اولان اوشاقلارین بوینونو ووردورتدوراسان.	m1	book3
5755	باغبان باشینی آشاغی سالیب دینمه‌دی.	m1	book3
5769	باغبان سئوینه-سئوینه اؤزونو یئتیردی آروادی‌نین یانینا، گلیب نه گؤردو، آروادی‌نین دوغدوغو اوغلانین باشیندا، قاشیندا، کیرپیگینده توک یوخدو، اؤزو ده ات کیمیدی.	m1	book3
5783	شاه دشکووار بو سؤزدن چوخ پریشان اولوب خبر آلدی کی:	m1	book3
5797	– ایندی گئدرسیز، باغبانین بئشیکده‌کی اوشاغینی گؤتوروب آتارسیز چایا، آروادین دا اؤلدوررسیز.	m1	book3
5811	گؤردو کی، چؤللو-بری-بیاباندا بیر آرواد خئیلاغی گزیر.	m1	book3
5825	اندامیندا توک یوخدو، ایندی بیر اوغلان اولوب کی، دونیادا میثلی یوخدو.	m1	book3
5839	او قدر قازدی کی، اژداها چاپالاییب جهنّمه واصیل اولدو.	m1	book3
5853	– آت ایسته‌ییرم، قیلینج ایسته‌ییرم.	m1	book3
5867	شهرین یاریم آغاجلیغیندا چوبانی دوشوروب دئدی:	m1	book3
5881	بیر دست پهلوان پالتاری، اون آرشین اوزونلوغوندا بیر قیلینج، یئددی دَ‌ییرمان داشی آغیرلیغیندا بیر گورز سئچدیلر.	m1	book3
5895	بو سؤز اونلارا آجیق گلدی، ال آتدیلار قیلینجا.	m1	book3
5909	شاه دشکووار آتا مینیب دوشدو قوشونون قاباغینا.	m1	book3
5923	شاه دشکووار تا بایاق اورگی گئدیب، ییخیلدی یئره.	m1	book3
5937	شاه دشکووارین یانیندا قالماق اونا بیر جور گلیردی.	m1	book3
5951	سیمان دوروب گلدی شاه دشکووارین یانینا، دئدی:	m1	book3
5965	راضی اولوب، وزیرین اوغلو غوّاصی دا اؤزو ایله گؤتوردو.	m1	book3
5979	دره-تپه گئدیب، چاتدیلار بیر دوزه.	m1	book3
5993	سیمان سسه آییلیب گؤردو کی، دیو گلیر، تئز مینیب آتینا دایاندی.	m1	book3
6007	وزیر باییرا چیخیب گؤردو کی، سیمان گلیر، آمّا غوّاص یوخدو.	m1	book3
6021	یا وئرمه‌لی‌ییک، یا دا داوا ائله‌مه‌لی‌ییک.	m1	book3
6035	سیمان ال آتیب پهلوانین بئل کمرینه، قالخیزیب گؤیه، بیر ده نره ووروب گؤیده فیرلاتدی، بیر قوللاجلا ائله آتدی کی، فیرنگ پادشاهی‌نین پهلوانی گئدیب دوشدو شاه دشکووارین آیاغی‌نین آلتینا.	m1	book3
6049	سیمان آت باشی سالدی جئیرانین دالیسینجا.	m1	book3
6063	پئشمان اولدو کی، گرک قارینی الدن بوراخمایایدی.	m1	book3
6077	سیمان اؤزونو تانیش وئریب کیشییه، کیشی دوروب آیاغا، ایسته‌دی سیمانین آیاغیندان اؤپه، سیمان راضی اولمادی.	m1	book3
6091	اون گون، اون گئجه یول گئتدیلر.	m1	book3
6105	سیمانین بو سؤزدن آجیغی توتوب، یاپیشیب بویونلاری‌نین آردیندان ایکی دیوی ائله ووردو کلّه‌‌-کلّه‌‌یه کی، جانلاری ائله اوردا چیخدی.	m1	book3
6119	بو طرفدن ده سیمان فیروزون قوشونلارینی قیریب، قورتارمیشدی.	m1	book3
6133	قیز سیمانی گؤرن کیمی عاشق اولوب، دئدی:	m1	book3
6147	خان-خانی-چین ده دارغانی اؤلدورنلری توتدوروب امر وئرمیشدی کی، دار آغاجیندان آسسینلار.	m1	book3
6161	هم ده دیو فیروز خان-خانی-چینه چوخ کورلوق وئرمیشدی.	m1	book3
6175	بیر گون وزیری چاغیرتدیریب دئدی کی:	m1	book3
6189	آمّا قوشون قورخوسوندان یاخین دورماییب، باشلادیلار قاچماغا.	m1	book3
6203	تئز الین آتیب کمنده بیر نئچه کمند آتدی، کمندی بوشا چیخدی.	m1	book3
6217	گزیردی، گؤردو کی، باغین ایچریسینده آت لپیری وار.	m1	book3
